Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
36292714,2017 May 27 12:00:00 AM,2017 Jun 09 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11379.0,61-57 67 STREET,67 STREET,61 ROAD,61 DRIVE,,,ADDRESS,Middle Village,,,Closed,2017 Jun 26 01:57:58 PM,2017 Jun 09 12:00:00 AM,05 QUEENS,QUEENS,"1,013,888","200,609",Unspecified,QUEENS,,,,,,,,40.71725245179,-73.89308428078,POINT (-73.89308428077719 40.71725245178833)
66340727,2025 Oct 01 01:46:41 PM,2025 Oct 02 11:56:01 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10021.0,242 EAST   75 STREET,EAST   75 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   75 STREET,,Closed,,2025 Oct 01 01:46:41 PM,08 MANHATTAN,MANHATTAN,"995,834","220,272",Unspecified,MANHATTAN,,,,,,,,40.77126452227,-73.95817815259,POINT (-73.95817815259221 40.77126452227283)
61694082,2024 Jul 03 12:48:16 PM,2024 Jul 03 12:48:16 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10013.0,128 MOTT STREET,MOTT STREET,HESTER STREET,GRAND STREET,HESTER STREET,GRAND STREET,ADDRESS,NEW YORK,MOTT STREET,,Closed,,2024 Aug 12 11:33:14 AM,02 MANHATTAN,MANHATTAN,"985,139","200,995",Unspecified,MANHATTAN,,,,,,,,40.71836152934,-73.99679298089,POINT (-73.99679298088736 40.718361529337095)
54701066,2022 Jul 05 03:48:13 PM,2022 Jul 07 09:32:19 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203.0,555 KINGSTON AVENUE,KINGSTON AVENUE,MIDWOOD STREET,RUTLAND ROAD,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,KINGSTON AVENUE,,Closed,,2022 Jul 05 03:48:13 PM,09 BROOKLYN,BROOKLYN,"1,000,184","179,821",Unspecified,BROOKLYN,,,,,,,,40.66022947851,-73.94256904979,POINT (-73.9425690497901 40.660229478510004)
37420994,2017 Oct 13 12:00:00 AM,2017 Oct 13 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10010.0,1124 BROADWAY,BROADWAY,WEST 25 STREET,WEST 26 STREET,,,ADDRESS,NEW YORK,,,Closed,2017 Nov 12 10:27:19 AM,2017 Oct 13 10:35:06 AM,05 MANHATTAN,MANHATTAN,"987,267","210,049",Unspecified,MANHATTAN,,,,,,,,40.74321207179,-73.98911227713,POINT (-73.98911227712864 40.74321207178608)
50616831,2021 May 19 03:27:45 PM,2021 May 20 08:22:02 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10468.0,2797 WEBB AVENUE,WEBB AVENUE,WEST 195 STREET,WEST 197 STREET,WEST  195 STREET,WEST  197 STREET,ADDRESS,BRONX,WEBB AVENUE,,Closed,,2021 May 19 03:27:45 PM,08 BRONX,BRONX,"1,011,592","256,882",Unspecified,BRONX,,,,,,,,40.87171385465,-73.90113772868,POINT (-73.90113772867727 40.87171385464539)
42507849,2019 Apr 29 05:07:46 PM,2019 Aug 29 08:09:54 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11377.0,41-13 50 STREET,50 STREET,,,,,LATLONG,WOODSIDE,,,Closed,2019 May 29 05:07:46 PM,2019 Apr 29 09:11:01 PM,02 QUEENS,QUEENS,"1,007,984","211,030",Unspecified,QUEENS,,,,,,,,40.74587333642,-73.91434551622,POINT (-73.9143455162162 40.745873336423095)
46540785,2020 Jun 19 10:41:24 AM,2020 Jun 19 10:41:24 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310.0,274 DAVIS AVENUE,DAVIS AVENUE,ALBAN STREET,TOM COURT,ALBAN STREET,TOM COURT,ADDRESS,STATEN ISLAND,DAVIS AVENUE,,Closed,,2020 Jun 19 10:41:24 AM,01 STATEN ISLAND,STATEN ISLAND,"953,889","171,424",Unspecified,STATEN ISLAND,,,,,,,,40.63714383586,-74.10939238022,POINT (-74.10939238022134 40.63714383585884)
56154606,2022 Dec 03 08:09:52 AM,2022 Dec 03 08:09:52 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10128.0,500 EAST   88 STREET,EAST   88 STREET,YORK AVENUE,EAST END AVENUE,YORK AVENUE,EAST END AVENUE,ADDRESS,NEW YORK,EAST   88 STREET,,Closed,,2022 Dec 03 08:09:52 AM,08 MANHATTAN,MANHATTAN,"999,249","222,394",Unspecified,MANHATTAN,,,,,,,,40.77708372026,-73.94584420554,POINT (-73.94584420554239 40.777083720258275)
42301897,2019 Apr 24 08:00:30 AM,2019 Apr 26 05:06:50 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10009.0,184 EAST    3 STREET,EAST    3 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,,,Closed,2019 May 24 07:58:36 AM,2019 Apr 26 05:06:50 PM,03 MANHATTAN,MANHATTAN,"988,719","202,703",Unspecified,MANHATTAN,,,,,,,,40.72304849329,-73.98387719185,POINT (-73.98387719185288 40.72304849328745)
22930743,2012 Mar 22 12:00:00 AM,2012 Mar 22 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462.0,2137 WALLACE AVENUE,WALLACE AVENUE,BRADY AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,,,Closed,2012 Apr 21 08:14:23 PM,2012 Mar 22 08:16:56 PM,11 BRONX,BRONX,"1,021,642","250,472",Unspecified,BRONX,,,,,,,,40.85408350914,-73.8648350941,POINT (-73.86483509409642 40.85408350913631)
20331697,2011 Apr 29 12:00:00 AM,2011 May 03 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11218.0,17 EAST 10 STREET,EAST 10 STREET,CATON AVENUE,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2011 May 29 10:04:05 PM,2011 May 03 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,"992,416","175,335",Unspecified,BROOKLYN,,,,,,,,40.64792696034,-73.97057269742,POINT (-73.97057269742069 40.64792696033762)
56518816,2023 Jan 13 01:26:49 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238.0,409 ST JOHNS PLACE,ST JOHNS PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,,In Progress,,,08 BROOKLYN,BROOKLYN,"994,104","184,805",Unspecified,BROOKLYN,,,,,,,,40.67391830206,-73.96447591859,POINT (-73.96447591858845 40.67391830205815)
34169546,2016 Aug 25 12:00:00 AM,2016 Sep 06 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10033.0,540 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 185 STREET,WEST 187 STREET,,,ADDRESS,NEW YORK,,,Closed,2016 Sep 24 08:13:09 PM,2016 Sep 06 12:00:00 AM,12 MANHATTAN,MANHATTAN,"1,001,583","250,286",Unspecified,MANHATTAN,,,,,,,,40.85363516097,-73.93734497241,POINT (-73.93734497240956 40.85363516096966)
54221754,2022 May 19 10:17:29 AM,2022 May 19 10:17:29 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027.0,204 WEST  120 STREET,WEST  120 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  120 STREET,,Closed,,2022 May 19 10:17:29 AM,10 MANHATTAN,MANHATTAN,"997,803","232,906",Unspecified,MANHATTAN,,,,,,,,40.80593865908,-73.95104395894,POINT (-73.95104395893891 40.805938659083495)
61835173,2024 Jul 17 05:10:09 PM,2024 Jul 22 09:24:23 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213.0,919 PARK PLACE,PARK PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,PARK PLACE,,Closed,,2024 Jul 17 05:10:09 PM,08 BROOKLYN,BROOKLYN,"998,997","184,564",Unspecified,BROOKLYN,,,,,,,,40.67325001264,-73.9468369802,POINT (-73.94683698020148 40.67325001264197)
48158111,2020 Nov 15 08:28:59 AM,2020 Nov 15 08:28:59 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11209.0,438 90 STREET,90 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,90 STREET,,Closed,,2020 Nov 15 08:28:59 AM,10 BROOKLYN,BROOKLYN,"976,200","164,995",Unspecified,BROOKLYN,,,,,,,,40.6195459622,-74.02899694612,POINT (-74.02899694612267 40.619545962195126)
34370872,2016 Sep 21 12:00:00 AM,2016 Sep 21 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467.0,679 MAGENTA STREET,MAGENTA STREET,OLINVILLE AVENUE,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,,Closed,2016 Oct 21 11:49:59 AM,2016 Sep 21 12:00:37 PM,12 BRONX,BRONX,"1,020,811","258,198",Unspecified,BRONX,,,,,,,,40.87529249438,-73.86779684568,POINT (-73.86779684567934 40.87529249437939)
50117598,2021 Mar 26 11:43:16 PM,2021 Mar 31 10:22:24 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11210.0,2400 NOSTRAND AVENUE,NOSTRAND AVENUE,YOSEPH ROBINSON AVENUE,AVENUE K,YOSEPH ROBINSON AVENUE,AVENUE K,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,2021 Mar 26 11:43:16 PM,14 BROOKLYN,BROOKLYN,"999,034","167,358",Unspecified,BROOKLYN,,,,,,,,40.62602322459,-73.94674130758,POINT (-73.9467413075762 40.62602322459271)
54220482,2022 May 19 02:41:37 PM,2022 May 19 02:41:37 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11378.0,66-38 53 AVENUE,53 AVENUE,66 STREET,68 STREET,66 STREET,68 STREET,ADDRESS,MASPETH,53 AVENUE,,Closed,,2022 May 19 02:41:37 PM,05 QUEENS,QUEENS,"1,012,290","205,748",Unspecified,QUEENS,,,,,,,,40.73136296036,-73.89882746772,POINT (-73.89882746771728 40.73136296036159)
47774748,2020 Oct 03 11:48:30 AM,2020 Nov 30 03:41:18 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312.0,452 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,BARLOW AVENUE,OPP COURT,BARLOW AVENUE,OPP COURT,ADDRESS,STATEN ISLAND,RIDGEWOOD AVENUE,,Closed,,2020 Oct 03 11:48:30 AM,03 STATEN ISLAND,STATEN ISLAND,"938,240","142,870",Unspecified,STATEN ISLAND,,,,,,,,40.55870155741,-74.16558201701,POINT (-74.16558201700968 40.558701557407424)
57806127,2023 Jun 04 05:57:59 PM,2023 Jun 04 05:57:59 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,11210.0,3567 BEDFORD AVENUE,BEDFORD AVENUE,VOORHIES AVENUE,SHORE PARKWAY,VOORHIES AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,BEDFORD AVENUE,,Closed,,2023 Jun 04 05:57:59 PM,14 BROOKLYN,BROOKLYN,"998,260","163,454",Unspecified,BROOKLYN,,,,,,,,40.61530881767,-73.94953770886,POINT (-73.94953770885502 40.61530881766951)
51685909,2021 Aug 30 05:30:18 PM,2021 Aug 30 05:30:18 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10467.0,3414 KNOX PLACE,KNOX PLACE,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,ADDRESS,BRONX,KNOX PLACE,,Closed,,2021 Aug 30 05:30:18 PM,07 BRONX,BRONX,"1,016,402","260,533",Unspecified,BRONX,,,,,,,,40.88171850261,-73.88372839112,POINT (-73.88372839111564 40.88171850260691)
24532509,2012 Dec 04 12:00:00 AM,2012 Dec 10 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10312.0,286 BARCLAY AVENUE,BARCLAY AVENUE,FINGAL STREET,EDWIN STREET,,,ADDRESS,STATEN ISLAND,,,Closed,2013 Jan 03 10:10:25 AM,2012 Dec 10 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,"936,168","134,564",Unspecified,STATEN ISLAND,,,,,,,,40.53589221447,-74.17297973911,POINT (-74.17297973910597 40.5358922144695)
46016097,2020 Apr 17 08:49:02 AM,2020 Apr 20 01:42:18 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11209.0,7220 3 AVENUE,3 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,BROOKLYN,3 AVENUE,,Closed,,2020 Apr 17 08:49:35 AM,10 BROOKLYN,BROOKLYN,"976,744","170,013",Unspecified,BROOKLYN,,,,,,,,40.6333197952,-74.02704298129,POINT (-74.02704298129136 40.63331979519578)
26097932,2013 Aug 09 12:00:00 AM,2013 Aug 21 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11205.0,,,,,LAFAYETTE AVENUE,SKILLMAN STREET,INTERSECTION,BROOKLYN,,,Closed,2013 Sep 08 10:20:44 PM,2013 Aug 21 12:00:00 AM,03 BROOKLYN,BROOKLYN,"996,433","190,423",Unspecified,BROOKLYN,,,,,,,,40.68933553406,-73.9560696206,POINT (-73.95606962059765 40.689335534063225)
28515913,2014 Jul 20 12:00:00 AM,2014 Jul 29 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11413.0,221-02 MERRICK BOULEVARD,MERRICK BOULEVARD,221 STREET,222 STREET,,,ADDRESS,Springfield Gardens,,,Closed,2014 Aug 19 07:08:53 PM,2014 Jul 29 12:00:00 AM,13 QUEENS,QUEENS,"1,054,161","186,609",Unspecified,QUEENS,,,,,,,,40.67859928962,-73.7479498949,POINT (-73.74794989490061 40.67859928962084)
40306238,2018 Sep 17 02:47:11 PM,2018 Sep 19 05:37:40 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10451.0,300 EAST  159 STREET,EAST  159 STREET,PARK AVENUE,COURTLANDT AVENUE,PARK AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,,,Closed,2018 Oct 17 02:39:22 PM,2018 Sep 19 05:37:40 PM,01 BRONX,BRONX,"1,007,120","239,426",Unspecified,BRONX,,,,,,,,40.82381502351,-73.91736696318,POINT (-73.91736696317817 40.82381502350848)
39573838,2018 Jun 26 12:00:00 AM,2018 Jul 09 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11104.0,43-22 45 STREET,45 STREET,43 AVENUE,QUEENS BOULEVARD,,,ADDRESS,Sunnyside,,,Closed,2018 Jul 26 02:11:02 PM,2018 Jul 09 12:00:00 AM,02 QUEENS,QUEENS,"1,006,588","210,538",Unspecified,QUEENS,,,,,,,,40.74452655671,-73.91938522181,POINT (-73.9193852218097 40.74452655671418)
44051045,2019 Oct 14 08:12:46 PM,2019 Oct 16 08:02:27 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034.0,4915 BROADWAY,BROADWAY,WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,2019 Oct 14 08:13:46 PM,12 MANHATTAN,MANHATTAN,"1,005,817","255,309",Unspecified,MANHATTAN,,,,,,,,40.86741245151,-73.92202382717,POINT (-73.92202382717221 40.86741245151251)
46359203,2020 Jun 01 04:55:09 PM,2020 Jun 01 04:55:09 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10002.0,107 CLINTON STREET,CLINTON STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,ADDRESS,NEW YORK,CLINTON STREET,,Closed,,2020 Jun 01 04:55:09 PM,03 MANHATTAN,MANHATTAN,"988,270","200,961",Unspecified,MANHATTAN,,,,,,,,40.71826733883,-73.98549808924,POINT (-73.98549808923597 40.71826733882716)
63076453,2024 Nov 14 07:05:32 PM,2024 Nov 14 07:05:32 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11375.0,100-09 69 AVENUE,69 AVENUE,DARTMOUTH STREET,CLYDE STREET,DARTMOUTH STREET,CLYDE STREET,ADDRESS,FOREST HILLS,69 AVENUE,,Closed,,2024 Dec 16 03:43:45 PM,06 QUEENS,QUEENS,"1,025,680","201,518",Unspecified,QUEENS,,,,,,,,40.71970007185,-73.85054045585,POINT (-73.8505404558542 40.71970007184516)
50938313,2021 Jun 19 11:50:27 AM,2021 Sep 21 06:02:12 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027.0,123 WEST  122 STREET,WEST  122 STREET,LENOX AVENUE,HERMENA ROWE STREET,LENOX AVENUE,HERMENA ROWE STREET,ADDRESS,NEW YORK,WEST  122 STREET,,Closed,,2021 Jun 19 11:50:27 AM,10 MANHATTAN,MANHATTAN,"998,709","233,008",Unspecified,MANHATTAN,,,,,,,,40.80621718469,-73.94777109386,POINT (-73.94777109386486 40.806217184688904)
64577208,2025 Apr 07 12:23:03 AM,2025 Apr 07 12:23:03 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10003.0,67 SAINT MARKS PLACE,SAINT MARKS PLACE,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,ST MARKS PLACE,,Closed,,2025 Apr 15 01:05:00 PM,03 MANHATTAN,MANHATTAN,"988,068","204,505",Unspecified,MANHATTAN,,,,,,,,40.72799485039,-73.98622478172,POINT (-73.98622478171659 40.727994850389365)
60328150,2024 Feb 15 11:28:55 PM,2024 Feb 15 11:28:55 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11220.0,361 63 STREET,63 STREET,GOWANUS EXPRESSWAY EB EXIT 21,4 AVENUE,GOWANUS EXPRESSWAY EB EXIT   21,4 AVENUE,ADDRESS,BROOKLYN,63 STREET,,Closed,,2024 Feb 15 11:28:55 PM,07 BROOKLYN,BROOKLYN,"978,501","172,254",Unspecified,BROOKLYN,,,,,,,,40.63947217735,-74.02071468595,POINT (-74.0207146859508 40.639472177353646)
62864983,2024 Oct 24 02:18:18 AM,2024 Oct 24 02:18:18 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237.0,828 HART STREET,HART STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,HART STREET,,Closed,,2024 Oct 25 01:15:01 PM,04 BROOKLYN,BROOKLYN,"1,005,693","195,042",Unspecified,BROOKLYN,,,,,,,,40.70199602112,-73.92266452406,POINT (-73.92266452406018 40.701996021124664)
42243853,2019 Apr 16 12:00:00 AM,2019 Apr 16 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10460.0,1608 TAYLOR AVENUE,TAYLOR AVENUE,DEAD END,VAN NEST AVENUE,,,ADDRESS,BRONX,,,Closed,2019 May 16 06:21:20 AM,2019 Apr 16 06:31:13 AM,11 BRONX,BRONX,"1,020,871","245,737",Unspecified,BRONX,,,,,,,,40.84109057617,-73.86764796787,POINT (-73.86764796787375 40.84109057616565)
20954720,2011 Aug 02 12:00:00 AM,2011 Aug 08 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10033.0,206 AUDUBON AVENUE,AUDUBON AVENUE,WEST 175 STREET,WEST 176 STREET,,,ADDRESS,NEW YORK,,,Closed,2011 Sep 01 09:57:52 AM,2011 Sep 02 12:00:00 AM,12 MANHATTAN,MANHATTAN,"1,002,238","247,187",Unspecified,MANHATTAN,,,,,,,,40.84512801414,-73.93498560488,POINT (-73.93498560487605 40.845128014140236)
65978133,2025 Aug 28 09:27:23 PM,2025 Sep 02 07:51:55 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453.0,2158 AQUEDUCT AVENUE EAST,AQUEDUCT AVENUE EAST,WEST 181 STREET,CLINTON PLACE,WEST  181 STREET,CLINTON PLACE,ADDRESS,BRONX,AQUEDUCT AVENUE,,Closed,,2025 Aug 28 09:27:23 PM,05 BRONX,BRONX,"1,009,524","251,651",Unspecified,BRONX,,,,,,,,40.85736251569,-73.90863485455,POINT (-73.90863485455468 40.85736251569102)
60344161,2024 Feb 16 04:17:08 PM,2024 Feb 23 11:15:56 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11210.0,3103 FOSTER AVENUE,FOSTER AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,FOSTER AVENUE,,Closed,,2024 Feb 16 04:17:08 PM,17 BROOKLYN,BROOKLYN,"998,848","171,965",Unspecified,BROOKLYN,,,,,,,,40.63866877018,-73.94740139848,POINT (-73.94740139848233 40.63866877017848)
19951046,2011 Mar 03 12:00:00 AM,2011 May 23 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032.0,500 WEST 171 STREET,WEST 171 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,,,ADDRESS,NEW YORK,,,Closed,2011 Apr 02 11:40:54 AM,2011 May 23 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,"1,002,016","245,973",Unspecified,MANHATTAN,,,,,,,,40.84179638991,-73.93579119996,POINT (-73.93579119996011 40.84179638990981)
33348986,2016 May 13 12:00:00 AM,2016 May 26 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10451.0,225 EAST  149 STREET,EAST  149 STREET,PARK AVENUE,MORRIS AVENUE,,,ADDRESS,BRONX,,,Closed,2016 Jun 12 03:30:05 PM,2016 May 26 12:00:00 AM,01 BRONX,BRONX,"1,005,207","237,229",Unspecified,BRONX,,,,,,,,40.8177896269,-73.92428580158,POINT (-73.92428580158358 40.81778962689832)
57343741,2023 Apr 08 10:19:27 PM,2023 Apr 08 10:19:27 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10312.0,129 WAINWRIGHT AVENUE,WAINWRIGHT AVENUE,DRUMGOOLE ROAD EAST,BRANDIS AVENUE,DRUMGOOLE ROAD EAST,BRANDIS AVENUE,ADDRESS,STATEN ISLAND,WAINWRIGHT AVENUE,,Closed,,2023 Apr 08 10:19:27 PM,03 STATEN ISLAND,STATEN ISLAND,"936,610","142,719",Unspecified,STATEN ISLAND,,,,,,,,40.5582784853,-74.17144702623,POINT (-74.17144702622875 40.558278485303845)
23233952,2012 May 15 12:00:00 AM,2012 May 29 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10472.0,1326 LELAND AVENUE,LELAND AVENUE,NYCTA SUBWAY,CROSS BRONX EXPRESSWAY,,,ADDRESS,BRONX,,,Closed,2012 Jun 14 11:46:43 AM,2012 May 29 12:00:00 AM,09 BRONX,BRONX,"1,021,955","242,903",Unspecified,BRONX,,,,,,,,40.83330751506,-73.863746219,POINT (-73.8637462190048 40.83330751506391)
28008178,2014 May 09 12:00:00 AM,2014 May 09 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10451.0,750 GRAND CONCOURSE,GRAND CONCOURSE,EAST 153 STREET,EAST 156 STREET,,,ADDRESS,BRONX,,,Closed,2014 Jun 08 11:35:08 AM,2014 May 09 11:42:26 AM,04 BRONX,BRONX,"1,005,104","239,087",Unspecified,BRONX,,,,,,,,40.82288955465,-73.92465214951,POINT (-73.9246521495127 40.822889554650175)
35666273,2017 Mar 09 12:00:00 AM,2017 Mar 10 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10128.0,EAST 87 STREET,EAST 87 STREET,YORK AVENUE,EAST END AVENUE,,,BLOCKFACE,NEW YORK,,,Closed,2017 Apr 08 02:17:35 PM,2017 Mar 10 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,"999,357","222,037",Unspecified,MANHATTAN,,,,,,,,40.77610366545,-73.94545506056,POINT (-73.94545506055525 40.776103665446215)
58729068,2023 Sep 06 10:45:04 AM,2023 Sep 06 10:45:04 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11369.0,107-02 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,LGA TERMINALS C-D ACCESS ROAD,27 AVENUE PEDESTRIAN OVERPASS,LGA TERMINALS C-D ACCESS ROAD,27 AVENUE PEDESTRIAN OVERPASS,ADDRESS,EAST ELMHURST,GRAND CENTRAL PARKWAY,,Closed,,2023 Sep 06 10:45:04 AM,03 QUEENS,QUEENS,"1,021,701","219,015",Unspecified,QUEENS,,,,,,,,40.76774264574,-73.86479732883,POINT (-73.86479732883151 40.76774264574436)
43489104,2019 Aug 07 04:11:51 PM,2019 Aug 29 12:06:29 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207.0,132 SCHAEFER STREET,SCHAEFER STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,,Closed,,2019 Aug 14 04:27:46 PM,04 BROOKLYN,BROOKLYN,"1,009,393","189,991",Unspecified,BROOKLYN,,,,,,,,40.68812246565,-73.90933911304,POINT (-73.90933911303767 40.688122465648554)
